run,algorithm,makespan,energy,radar_risk
0,MOGWO,662.000000,759.238284,154.450378
0,MOGWO,917.000000,758.276089,0.000000
0,MOGWO,671.000000,731.888880,1235.326231
0,MOGWO,659.000000,744.040006,308.745081
0,MOGWO,918.000000,689.754732,0.000000
0,MOGWO,647.000000,774.714737,0.000000
0,MOGWO,653.000000,743.643774,775.867239
0,MOGWO,647.000000,768.719182,154.207995
0,MOGWO,653.000000,739.946942,1247.815288
0,MOGWO,641.000000,1040.734091,2649.825661
0,MOGWO,653.000000,759.061040,465.567017
0,MOGWO,644.000000,856.150656,936.028218
0,MOGWO,644.000000,828.534321,1897.656289
0,MOGWO,659.000000,737.440654,935.534404
0,MOGWO,915.000000,638.219535,2515.796702
0,MOGWO,647.000000,748.103154,2493.315269
0,MOGWO,653.000000,721.787510,1402.976369
0,MOGWO,919.000000,537.434280,1818.866121
0,MOGWO,920.000000,564.604098,0.000000
0,MOGWO,926.000000,500.724667,0.000000
0,MOGWO,644.000000,902.604476,783.523285
0,MOGWO,650.000000,755.937250,1090.500348
0,MOGWO,644.000000,924.994601,781.950288
0,MOGWO,650.000000,739.540670,1395.830945
0,MOGWO,665.000000,765.968304,0.000000
0,MOGWO,650.000000,763.272880,781.950288
0,MOGWO,644.000000,830.403880,1893.978333
0,MOGWO,918.000000,541.848059,3207.877675
0,MOGWO,916.000000,580.762076,2647.305010
0,MOGWO,917.000000,583.495592,1551.013347
0,MOGWO,917.000000,567.868928,2814.251479
0,MOGWO,917.000000,582.975117,1860.763143
0,MOGWO,917.000000,579.120547,2647.420213
0,MOGWO,650.000000,731.480719,1874.395855
0,MOGWO,915.000000,631.529115,3430.045451
0,MOGWO,919.000000,561.469269,884.733590
0,MOGWO,926.000000,499.941927,1096.406865
0,MOGWO,927.000000,480.054611,1096.406865
0,MOGWO,916.000000,597.643379,2590.832124
0,MOGWO,925.000000,518.633819,0.000000
0,MOGWO,922.000000,533.881920,1717.120208
0,MOGWO,922.000000,540.542409,942.790054
0,MOGWO,916.000000,704.276029,617.674325
0,MOGWO,918.000000,551.906251,2648.773840
0,MOGWO,917.000000,590.527693,618.170761
0,MOGWO,921.000000,539.247776,951.668098
0,MOGWO,916.000000,605.342522,1870.032251
0,MOGWO,925.000000,510.778751,154.207995
0,MOGWO,922.000000,530.751393,2039.196919
0,MOGWO,919.000000,545.128731,1038.941585
0,MOGWO,923.000000,528.358321,0.000000
0,MOGWO,918.000000,561.954476,1997.407577
0,MOGWO,918.000000,553.683842,2339.024045
0,MOGWO,918.000000,561.937744,2327.138296
0,MOGWO,924.000000,522.460847,154.207995
0,MOGWO,922.000000,542.488821,791.118883
0,MOGWO,650.000000,730.272335,2367.593666
0,MOGWO,922.000000,537.928661,946.542712
0,MOGWO,927.000000,481.439261,0.000000
0,NSGA-II,329.000000,768.156124,0.000000
0,NSGA-II,312.000000,780.224197,0.000000
0,NSGA-II,296.000000,752.758544,154.701457
0,NSGA-II,367.000000,730.894913,1081.811737
0,NSGA-II,367.000000,709.121614,1399.178646
0,NSGA-II,339.000000,750.748670,1406.100000
0,NSGA-II,364.000000,743.919016,1434.959445
0,NSGA-II,338.000000,748.810140,1711.624424
0,NSGA-II,316.000000,715.909520,2252.910687
0,NSGA-II,315.000000,712.901894,2492.692766
0,NSGA-II,313.000000,741.334302,3252.186535
0,NSGA-II,349.000000,708.845328,4062.769594
0,NSGA-III,928.000000,601.693427,773.390377
0,NSGA-III,258.000000,619.351183,1396.239343
0,NSGA-III,305.000000,658.936426,772.976346
0,NSGA-III,927.000000,628.674329,0.000000
0,NSGA-III,928.000000,547.198818,3118.712894
0,NSGA-III,360.000000,679.958592,0.000000
0,NSGA-III,292.000000,683.999616,0.000000
0,NSGA-III,261.000000,613.605265,2555.284118
0,NSGA-III,280.000000,703.453885,0.000000
0,NSGA-III,298.000000,667.535229,1094.639311
0,NSGA-III,281.000000,667.775877,154.885198
1,MOGWO,345.000000,652.141828,0.000000
1,MOGWO,360.000000,597.442975,464.547413
1,MOGWO,358.000000,613.177314,0.000000
1,MOGWO,343.000000,624.562312,154.372540
1,MOGWO,376.000000,594.891342,774.654165
1,MOGWO,355.000000,622.560012,0.000000
1,MOGWO,349.000000,645.148896,0.000000
1,MOGWO,330.000000,650.757904,618.904504
1,MOGWO,373.000000,596.730645,1085.349067
1,MOGWO,352.000000,643.628371,0.000000
